user_id,segment,cylinder_size_kg,signup_timestamp,subscription_status,account_lifecycle_status,user_latitude,user_longitude,launch_zone,state
USR_20228,Business,50.0,2026-04-17,Free Tier,Active,6.55524676026911,3.3894101494166455,Gbagada Estate,Lagos
USR_20229,Household,6.0,2026-03-04,Free Tier,Active,6.613977621767375,3.380607464254644,Magodo Phase 2,Lagos
USR_20230,Household,6.0,2026-01-11,Free Tier,Active,6.621989599559556,3.3713258475073844,Magodo Phase 2,Lagos
USR_20231,Household,6.0,2026-01-31,Free Tier,Active,6.548008269920498,3.4017990698171845,Gbagada Estate,Lagos
USR_20232,Household,12.5,2026-02-18,Free Tier,Active,6.613108030880507,3.382317823383937,Magodo Phase 2,Lagos
USR_20233,Household,12.5,2026-04-22,Free Tier,Active,6.4196849921225985,3.4157297922981624,Lekki Phase 1,Lagos
USR_20234,Household,12.5,2026-04-13,Premium Paid,Active,6.425824727905981,3.421597174794322,Lekki Phase 1,Lagos
USR_20235,Household,6.0,2026-04-10,Free Tier,Active,6.425199902316279,3.418314243299686,Lekki Phase 1,Lagos
USR_20236,Household,12.5,2026-04-04,Free Tier,Active,6.437378320241463,3.424731593624868,Lekki Phase 1,Lagos
USR_20237,Household,6.0,2026-03-28,Premium Paid,Retained,6.613568659107348,3.374803518168886,Magodo Phase 2,Lagos
USR_20238,Household,12.5,2026-01-19,Free Tier,Active,6.435600173994879,3.4179291237282134,Lekki Phase 1,Lagos
USR_20239,Household,12.5,2026-01-12,Free Tier,Active,6.5460911268954876,3.4035676954317986,Gbagada Estate,Lagos
USR_20240,Business,50.0,2026-01-15,Free Tier,Active,6.556320276638721,3.39980625015653,Gbagada Estate,Lagos
USR_20241,Business,25.0,2026-01-31,Free Tier,Active,6.419171531192148,3.4147099801959104,Lekki Phase 1,Lagos
USR_20242,Business,25.0,2026-02-12,Free Tier,Active,6.556650987924262,3.392556476829177,Gbagada Estate,Lagos
USR_20243,Household,12.5,2026-04-11,Premium Paid,Active,6.428181401594968,3.4227976337205877,Lekki Phase 1,Lagos
USR_20244,Household,6.0,2026-02-06,Free Tier,Active,6.423770143805418,3.4308685031108297,Lekki Phase 1,Lagos
USR_20245,Business,25.0,2026-03-20,Free Tier,Active,6.434949282136711,3.4263474701526557,Lekki Phase 1,Lagos
USR_20246,Household,6.0,2026-01-29,Premium Paid,Active,6.545759877328188,3.3905226003861806,Gbagada Estate,Lagos
USR_20247,Business,25.0,2026-04-24,Free Tier,Active,6.5540556269172985,3.3916142669838196,Gbagada Estate,Lagos
USR_20248,Business,25.0,2026-04-17,Free Tier,Active,6.4376653092705896,3.4150704046805482,Lekki Phase 1,Lagos
USR_20249,Business,50.0,2026-01-26,Premium Paid,Active,6.427849356709279,3.41918242113683,Lekki Phase 1,Lagos
USR_20250,Household,6.0,2026-04-18,Free Tier,Active,6.430887728429082,3.4144807281777885,Lekki Phase 1,Lagos
USR_20251,Household,12.5,2026-01-02,Premium Paid,Active,6.426706328560847,3.417394100656143,Lekki Phase 1,Lagos
USR_20252,Business,50.0,2026-03-25,Premium Paid,Active,6.630855030493434,3.3670117142426936,Magodo Phase 2,Lagos
USR_20253,Household,12.5,2026-01-15,Premium Paid,Active,6.436374549880129,3.42855988277106,Lekki Phase 1,Lagos
USR_20254,Household,12.5,2026-04-26,Free Tier,Active,6.550151414328816,3.4041858130935423,Gbagada Estate,Lagos
USR_20255,Household,12.5,2026-01-04,Free Tier,Active,6.4187242712067745,3.4312373110058676,Lekki Phase 1,Lagos
USR_20256,Business,25.0,2026-03-27,Free Tier,Active,6.623631898851796,3.3722656205213086,Magodo Phase 2,Lagos
USR_20257,Household,12.5,2026-02-19,Free Tier,Active,6.551451664251894,3.3897281070692102,Gbagada Estate,Lagos
USR_20258,Household,12.5,2026-02-07,Premium Paid,Active,6.6328869902808405,3.366985838903014,Magodo Phase 2,Lagos
USR_20259,Household,12.5,2026-01-23,Free Tier,Active,6.431198142462957,3.420754718554129,Lekki Phase 1,Lagos
USR_20260,Household,12.5,2026-02-28,Free Tier,Active,6.563178324363774,3.393319994806136,Gbagada Estate,Lagos
USR_20261,Business,50.0,2026-03-31,Free Tier,Active,6.42874173647876,3.421547124171655,Lekki Phase 1,Lagos
USR_20262,Household,12.5,2026-04-25,Premium Paid,Active,6.558257328881002,3.3897602046390487,Gbagada Estate,Lagos
USR_20263,Household,6.0,2026-03-16,Free Tier,Active,6.548075782600467,3.392691296401857,Gbagada Estate,Lagos
USR_20264,Business,25.0,2026-01-28,Premium Paid,Active,6.558963015096833,3.392182773926535,Gbagada Estate,Lagos
USR_20265,Household,12.5,2026-04-30,Free Tier,Active,6.6245698352778195,3.3705048764100187,Magodo Phase 2,Lagos
USR_20266,Household,12.5,2026-03-07,Free Tier,Active,6.435332499001679,3.4307437090897928,Lekki Phase 1,Lagos
USR_20267,Household,6.0,2026-01-08,Free Tier,Active,6.623469859498845,3.3732461776841833,Magodo Phase 2,Lagos
USR_20268,Household,12.5,2026-01-29,Free Tier,Active,6.61778115550035,3.367195620030461,Magodo Phase 2,Lagos
USR_20269,Household,6.0,2026-01-11,Free Tier,Active,6.42347000152395,3.424984715598906,Lekki Phase 1,Lagos
USR_20270,Household,6.0,2026-04-11,Free Tier,Active,6.428772338626184,3.4307808255656185,Lekki Phase 1,Lagos
USR_20271,Household,12.5,2026-01-18,Free Tier,Active,6.426025545249834,3.425777266846568,Lekki Phase 1,Lagos
USR_20272,Business,25.0,2026-02-24,Free Tier,Active,6.553986454949502,3.3986515243184843,Gbagada Estate,Lagos
USR_20273,Business,50.0,2026-02-19,Free Tier,Active,6.618455486292082,3.37529901553684,Magodo Phase 2,Lagos
USR_20274,Household,6.0,2026-01-14,Free Tier,Active,6.622515699940254,3.3803328504349786,Magodo Phase 2,Lagos
USR_20275,Household,12.5,2026-04-28,Free Tier,Active,6.631912799983723,3.37278642554965,Magodo Phase 2,Lagos
USR_20276,Household,6.0,2026-03-15,Free Tier,Active,6.613944009371626,3.3761259025100125,Magodo Phase 2,Lagos
USR_20277,Household,6.0,2026-04-09,Free Tier,Active,6.623989226642983,3.369568811022638,Magodo Phase 2,Lagos
USR_20278,Household,6.0,2026-01-09,Free Tier,Active,6.559409292125521,3.40809858216883,Gbagada Estate,Lagos
USR_20279,Household,6.0,2026-04-09,Free Tier,Active,6.4370154943401685,3.415842120776473,Lekki Phase 1,Lagos
USR_20280,Business,25.0,2026-01-11,Premium Paid,Active,6.561707264798015,3.4024898727282338,Gbagada Estate,Lagos
USR_20281,Household,6.0,2026-03-04,Free Tier,Active,6.553276931276138,3.3992122198864947,Gbagada Estate,Lagos
USR_20282,Household,12.5,2026-04-18,Free Tier,Active,6.561192003499649,3.3980026987927676,Gbagada Estate,Lagos
USR_20283,Household,6.0,2026-03-17,Free Tier,Active,6.425564147382103,3.4217649498605196,Lekki Phase 1,Lagos
USR_20284,Household,12.5,2026-03-08,Free Tier,Active,6.429682596080701,3.415681553075567,Lekki Phase 1,Lagos
USR_20285,Household,12.5,2026-02-22,Free Tier,Active,6.63111815460534,3.3796837389765924,Magodo Phase 2,Lagos
USR_20286,Household,12.5,2026-02-08,Free Tier,Active,6.55686537834675,3.3903899245236127,Gbagada Estate,Lagos
USR_20287,Household,12.5,2026-03-19,Free Tier,Active,6.625183478763452,3.3686192132447697,Magodo Phase 2,Lagos
USR_20288,Household,12.5,2026-02-25,Premium Paid,Suspended,6.419673953503907,3.4224462179128476,Lekki Phase 1,Lagos
USR_20289,Household,6.0,2026-01-28,Free Tier,Active,6.42615571068093,3.4236762054031242,Lekki Phase 1,Lagos
USR_20290,Household,6.0,2026-03-16,Premium Paid,Active,6.419884443361145,3.4205196612569453,Lekki Phase 1,Lagos
USR_20291,Household,12.5,2026-02-08,Free Tier,Active,6.421595734300903,3.4316420017184823,Lekki Phase 1,Lagos
USR_20292,Household,6.0,2026-01-25,Free Tier,Active,6.555423004248703,3.4021487372188175,Gbagada Estate,Lagos
USR_20293,Household,6.0,2026-01-21,Free Tier,Active,6.619608365613652,3.368094778295587,Magodo Phase 2,Lagos
USR_20294,Household,6.0,2026-01-10,Premium Paid,Retained,6.43761741725567,3.4176251807076636,Lekki Phase 1,Lagos
USR_20295,Household,6.0,2026-02-12,Premium Paid,Active,6.621576163703471,3.3791972784340514,Magodo Phase 2,Lagos
USR_20296,Household,6.0,2026-01-15,Free Tier,Active,6.418593945953722,3.4281051826103455,Lekki Phase 1,Lagos
USR_20297,Household,12.5,2026-03-24,Premium Paid,Active,6.6238315638005725,3.3717643437413765,Magodo Phase 2,Lagos
USR_20298,Household,6.0,2026-02-17,Premium Paid,Active,6.6143321597058495,3.3694499683094885,Magodo Phase 2,Lagos
USR_20299,Household,12.5,2026-03-27,Premium Paid,Active,6.436000677177068,3.425620484478718,Lekki Phase 1,Lagos
USR_20300,Household,6.0,2026-01-21,Free Tier,Active,6.423098034432737,3.4132120152989005,Lekki Phase 1,Lagos
USR_20301,Household,6.0,2026-03-01,Free Tier,Retained,6.626912306247733,3.3776481545193553,Magodo Phase 2,Lagos
USR_20302,Household,12.5,2026-04-26,Free Tier,Active,6.552290390489165,3.3956722289838015,Gbagada Estate,Lagos
USR_20303,Household,6.0,2026-04-18,Free Tier,Active,6.4224362855185815,3.4252922251307503,Lekki Phase 1,Lagos
USR_20304,Household,12.5,2026-04-06,Free Tier,Active,6.437513360555877,3.4154143049167365,Lekki Phase 1,Lagos
USR_20305,Business,25.0,2026-02-19,Free Tier,Active,6.55614233240031,3.3968837011149198,Gbagada Estate,Lagos
USR_20306,Household,6.0,2026-01-23,Free Tier,Active,6.553133774434893,3.3934829456025564,Gbagada Estate,Lagos
USR_20307,Household,12.5,2026-01-13,Premium Paid,Active,6.434602697513228,3.4216051120829447,Lekki Phase 1,Lagos
USR_20308,Household,6.0,2026-03-10,Premium Paid,Active,6.428968117043965,3.4179952182559465,Lekki Phase 1,Lagos
USR_20309,Household,12.5,2026-01-04,Premium Paid,Active,6.421736169313339,3.4136182077640562,Lekki Phase 1,Lagos
USR_20310,Household,6.0,2026-04-02,Free Tier,Active,6.432382382818498,3.415824685633757,Lekki Phase 1,Lagos
USR_20311,Household,12.5,2026-03-19,Free Tier,Active,6.626901507083776,3.374007528920939,Magodo Phase 2,Lagos
USR_20312,Household,6.0,2026-03-13,Free Tier,Active,6.621415496019793,3.3755835499218554,Magodo Phase 2,Lagos
USR_20313,Business,25.0,2026-01-09,Premium Paid,Active,6.620454170162551,3.3682123995444515,Magodo Phase 2,Lagos
USR_20314,Household,12.5,2026-04-25,Premium Paid,Active,6.4242926362000565,3.425174687213879,Lekki Phase 1,Lagos
USR_20315,Household,12.5,2026-02-04,Free Tier,Active,6.626415688029377,3.3719244861448,Magodo Phase 2,Lagos
USR_20316,Household,12.5,2026-04-11,Free Tier,Active,6.427302052531154,3.415768944560239,Lekki Phase 1,Lagos
USR_20317,Household,12.5,2026-01-21,Free Tier,Active,6.422307441630596,3.412360941768132,Lekki Phase 1,Lagos
USR_20318,Household,12.5,2026-02-27,Free Tier,Active,6.631034930998155,3.370414133301498,Magodo Phase 2,Lagos
USR_20319,Household,6.0,2026-01-18,Free Tier,Active,6.422650677538729,3.4174920286529025,Lekki Phase 1,Lagos
USR_20320,Household,6.0,2026-04-07,Premium Paid,Active,6.615648161433908,3.378985257663627,Magodo Phase 2,Lagos
USR_20321,Household,6.0,2026-03-13,Premium Paid,Active,6.6146028590635515,3.368884048526527,Magodo Phase 2,Lagos
USR_20322,Household,12.5,2026-04-25,Free Tier,Active,6.625995134531802,3.3729932124096287,Magodo Phase 2,Lagos
USR_20323,Household,12.5,2026-04-23,Free Tier,Active,6.627258956534024,3.3773484948934027,Magodo Phase 2,Lagos
USR_20324,Business,25.0,2026-03-22,Free Tier,Active,6.6182204234612305,3.3792165590097865,Magodo Phase 2,Lagos
USR_20325,Household,6.0,2026-02-12,Free Tier,Active,6.546525473605858,3.3991282076616005,Gbagada Estate,Lagos
USR_20326,Household,12.5,2026-04-05,Premium Paid,Active,6.5529429621009,3.393757471656349,Gbagada Estate,Lagos
USR_20327,Household,6.0,2026-04-08,Free Tier,Active,6.556280099954789,3.4058266718468055,Gbagada Estate,Lagos
USR_20328,Household,6.0,2026-01-06,Free Tier,Active,6.564178093995261,3.4005552553748686,Gbagada Estate,Lagos
USR_20329,Household,12.5,2026-03-27,Free Tier,Active,6.552294117486583,3.392904142004324,Gbagada Estate,Lagos
USR_20330,Household,12.5,2026-03-19,Free Tier,Active,6.618241921787902,3.3757890995629953,Magodo Phase 2,Lagos
USR_20331,Household,12.5,2026-03-08,Free Tier,Active,6.425445554025614,3.430176290452499,Lekki Phase 1,Lagos
USR_20332,Household,12.5,2026-01-12,Free Tier,Active,6.425465909353114,3.419368891822909,Lekki Phase 1,Lagos
USR_20333,Household,6.0,2026-04-10,Free Tier,Active,6.62077069024868,3.382932404207353,Magodo Phase 2,Lagos
USR_20334,Household,12.5,2026-01-12,Free Tier,Active,6.431115766416938,3.424183377006378,Lekki Phase 1,Lagos
USR_20335,Household,6.0,2026-04-19,Free Tier,Active,6.424782860447677,3.4282580835366487,Lekki Phase 1,Lagos
USR_20336,Business,25.0,2026-03-07,Premium Paid,Suspended,6.544967277227114,3.4058159434467625,Gbagada Estate,Lagos
USR_20337,Household,12.5,2026-01-02,Free Tier,Active,6.554454997995879,3.396365004697268,Gbagada Estate,Lagos
USR_20338,Household,6.0,2026-01-15,Free Tier,Active,6.554143345614354,3.4017483106106767,Gbagada Estate,Lagos
USR_20339,Household,6.0,2026-01-23,Premium Paid,Active,6.418355308530358,3.429331037129165,Lekki Phase 1,Lagos
USR_20340,Household,12.5,2026-01-29,Free Tier,Active,6.553134790506228,3.3952593303940017,Gbagada Estate,Lagos
USR_20341,Household,12.5,2026-03-22,Free Tier,Active,6.6158649113126815,3.374989307487169,Magodo Phase 2,Lagos
USR_20342,Household,12.5,2026-04-06,Free Tier,Active,6.428026455425687,3.4199729338898694,Lekki Phase 1,Lagos
USR_20343,Household,6.0,2026-01-07,Free Tier,Active,6.431673201876538,3.4203179305751843,Lekki Phase 1,Lagos
USR_20344,Household,6.0,2026-04-04,Free Tier,Active,6.563428351556931,3.400385550356472,Gbagada Estate,Lagos
USR_20345,Household,12.5,2026-01-28,Premium Paid,Active,6.629249558713038,3.3683871180621896,Magodo Phase 2,Lagos
USR_20346,Household,12.5,2026-01-14,Premium Paid,Active,6.552145825858918,3.3951369540289433,Gbagada Estate,Lagos
USR_20347,Household,6.0,2026-02-13,Premium Paid,Active,6.555589647762732,3.4056222704012287,Gbagada Estate,Lagos
USR_20348,Household,12.5,2026-01-30,Free Tier,Active,6.41966676435524,3.413351495960894,Lekki Phase 1,Lagos
USR_20349,Household,6.0,2026-03-22,Free Tier,Active,6.4351063541631515,3.416157001720767,Lekki Phase 1,Lagos
USR_20350,Household,12.5,2026-02-01,Free Tier,Active,6.557575065088996,3.3992575626472163,Gbagada Estate,Lagos
USR_20351,Business,25.0,2026-04-20,Free Tier,Active,6.4347578718977445,3.414401778196728,Lekki Phase 1,Lagos
USR_20352,Household,12.5,2026-03-11,Free Tier,Suspended,6.420695659314452,3.423036367205566,Lekki Phase 1,Lagos
USR_20353,Household,6.0,2026-04-25,Free Tier,Active,6.4370275730671676,3.420199955167415,Lekki Phase 1,Lagos
USR_20354,Household,12.5,2026-03-29,Free Tier,Active,6.550738842005094,3.4005337864639578,Gbagada Estate,Lagos
USR_20355,Household,6.0,2026-01-06,Free Tier,Active,6.4367089720109005,3.4286385566568924,Lekki Phase 1,Lagos
USR_20356,Household,6.0,2026-01-27,Free Tier,Active,6.564109672214665,3.388851371664048,Gbagada Estate,Lagos
USR_20357,Household,12.5,2026-03-23,Free Tier,Active,6.420357162894255,3.4240893552673324,Lekki Phase 1,Lagos
USR_20358,Business,50.0,2026-03-29,Free Tier,Active,6.629511528786677,3.371904886846135,Magodo Phase 2,Lagos
USR_20359,Household,12.5,2026-04-11,Free Tier,Active,6.422884221760684,3.427639515987624,Lekki Phase 1,Lagos
USR_20360,Household,12.5,2026-04-30,Free Tier,Active,6.545327637077064,3.3957876529516517,Gbagada Estate,Lagos
USR_20361,Household,12.5,2026-01-24,Free Tier,Active,6.428216184451847,3.4231069734870063,Lekki Phase 1,Lagos
USR_20362,Household,6.0,2026-04-12,Premium Paid,Active,6.558772303135855,3.3954969144686133,Gbagada Estate,Lagos
USR_20363,Household,6.0,2026-02-03,Free Tier,Active,6.556453686893492,3.400107508455819,Gbagada Estate,Lagos
USR_20364,Business,25.0,2026-02-09,Free Tier,Suspended,6.429052322013074,3.424709665862844,Lekki Phase 1,Lagos
USR_20365,Household,12.5,2026-02-16,Free Tier,Active,6.549388983421362,3.390092975071693,Gbagada Estate,Lagos
USR_20366,Business,25.0,2026-03-20,Premium Paid,Active,6.420485433440795,3.416391647653078,Lekki Phase 1,Lagos
USR_20367,Business,25.0,2026-03-16,Premium Paid,Active,6.623103958710455,3.38300885501092,Magodo Phase 2,Lagos
USR_20368,Household,12.5,2026-03-27,Premium Paid,Active,6.5582258668417674,3.404180812084041,Gbagada Estate,Lagos
USR_20369,Household,12.5,2026-04-28,Free Tier,Active,6.5512195124785215,3.396493074832971,Gbagada Estate,Lagos
USR_20370,Household,12.5,2026-01-24,Free Tier,Active,6.552073637719812,3.3922374636880903,Gbagada Estate,Lagos
USR_20371,Household,6.0,2026-03-06,Premium Paid,Active,6.545424333162871,3.4002183218565447,Gbagada Estate,Lagos
USR_20372,Household,6.0,2026-01-18,Free Tier,Active,6.632884333668412,3.369536594099005,Magodo Phase 2,Lagos
USR_20373,Household,6.0,2026-02-13,Free Tier,Active,6.6140336963979856,3.3817906336364785,Magodo Phase 2,Lagos
USR_20374,Household,6.0,2026-03-17,Free Tier,Active,6.423151720133694,3.4284928761070583,Lekki Phase 1,Lagos
USR_20375,Household,12.5,2026-02-26,Free Tier,Active,6.55827873334069,3.407313470741016,Gbagada Estate,Lagos
USR_20376,Household,12.5,2026-04-17,Free Tier,Active,6.5523785447151335,3.4016393967890126,Gbagada Estate,Lagos
USR_20377,Household,12.5,2026-01-28,Free Tier,Active,6.622397095616265,3.378811773946171,Magodo Phase 2,Lagos
USR_20378,Household,12.5,2026-04-14,Free Tier,Active,6.4270919781201545,3.4156726449284815,Lekki Phase 1,Lagos
USR_20379,Household,12.5,2026-03-12,Free Tier,Active,6.6232579483200675,3.3767716840287485,Magodo Phase 2,Lagos
USR_20380,Household,6.0,2026-01-23,Free Tier,Active,6.629312076965204,3.3809104141158715,Magodo Phase 2,Lagos
USR_20381,Household,12.5,2026-03-26,Free Tier,Active,6.431375832478828,3.414167741911051,Lekki Phase 1,Lagos
USR_20382,Household,12.5,2026-02-03,Free Tier,Active,6.558612325813274,3.3984061031270905,Gbagada Estate,Lagos
USR_20383,Business,25.0,2026-01-11,Free Tier,Active,6.562081990722123,3.406797418682611,Gbagada Estate,Lagos
USR_20384,Household,6.0,2026-03-27,Premium Paid,Active,6.614203131812036,3.3826128312070893,Magodo Phase 2,Lagos
USR_20385,Household,12.5,2026-04-16,Free Tier,Active,6.613853947808454,3.3735433925139002,Magodo Phase 2,Lagos
USR_20386,Household,6.0,2026-02-04,Premium Paid,Active,6.623945999512421,3.3691620159725426,Magodo Phase 2,Lagos
USR_20387,Household,12.5,2026-04-26,Premium Paid,Active,6.433026276251382,3.4120670940834428,Lekki Phase 1,Lagos
USR_20388,Household,6.0,2026-04-03,Free Tier,Active,6.421471980968681,3.4235159365970693,Lekki Phase 1,Lagos
USR_20389,Household,12.5,2026-02-11,Free Tier,Active,6.627387751240746,3.384532862053878,Magodo Phase 2,Lagos
USR_20390,Business,25.0,2026-01-28,Premium Paid,Active,6.558309933038692,3.4018355854050975,Gbagada Estate,Lagos
USR_20391,Household,6.0,2026-03-23,Free Tier,Active,6.552086822927013,3.388425688510536,Gbagada Estate,Lagos
USR_20392,Household,12.5,2026-03-19,Free Tier,Active,6.420503185174712,3.422591090895121,Lekki Phase 1,Lagos
USR_20393,Household,6.0,2026-03-23,Premium Paid,Active,6.431602597716888,3.420248965677929,Lekki Phase 1,Lagos
USR_20394,Household,12.5,2026-04-02,Free Tier,Suspended,6.558813580230567,3.398837245906644,Gbagada Estate,Lagos
USR_20395,Business,25.0,2026-01-24,Free Tier,Retained,6.419583523911886,3.415740325019359,Lekki Phase 1,Lagos
USR_20396,Business,25.0,2026-01-08,Free Tier,Active,6.560999964464878,3.402898254932489,Gbagada Estate,Lagos
USR_20397,Household,6.0,2026-04-16,Premium Paid,Active,6.63099523974025,3.3685511449824186,Magodo Phase 2,Lagos
USR_20398,Household,6.0,2026-04-28,Free Tier,Active,6.437904450692301,3.416088134278999,Lekki Phase 1,Lagos
USR_20399,Household,12.5,2026-04-19,Free Tier,Active,6.613335597525733,3.386148458781071,Magodo Phase 2,Lagos
USR_20400,Household,6.0,2026-02-22,Free Tier,Active,6.423721477708902,3.4252603890502513,Lekki Phase 1,Lagos
USR_20401,Business,25.0,2026-03-13,Premium Paid,Active,6.421633646283526,3.4235045706439826,Lekki Phase 1,Lagos
USR_20402,Household,6.0,2026-01-04,Free Tier,Retained,6.631180699729091,3.3726036233485686,Magodo Phase 2,Lagos
USR_20403,Household,6.0,2026-04-01,Premium Paid,Active,6.6265050795208875,3.3699580717759683,Magodo Phase 2,Lagos
USR_20404,Household,12.5,2026-04-10,Free Tier,Active,6.430595907974374,3.4186290070363503,Lekki Phase 1,Lagos
USR_20405,Business,25.0,2026-01-05,Premium Paid,Active,6.617324165171759,3.3724636410140727,Magodo Phase 2,Lagos
USR_20406,Household,12.5,2026-04-07,Free Tier,Active,6.547776821370156,3.406438322156758,Gbagada Estate,Lagos
USR_20407,Household,6.0,2026-02-18,Free Tier,Retained,6.552143737726342,3.3933055860994874,Gbagada Estate,Lagos
USR_20408,Business,50.0,2026-04-08,Free Tier,Active,6.622068156820319,3.37261072333613,Magodo Phase 2,Lagos
USR_20409,Household,12.5,2026-01-30,Premium Paid,Active,6.559088385076266,3.40782439823771,Gbagada Estate,Lagos
USR_20410,Household,12.5,2026-03-13,Free Tier,Active,6.552960673133953,3.405620667999445,Gbagada Estate,Lagos
USR_20411,Business,25.0,2026-04-13,Free Tier,Active,6.555517261471192,3.391544713301885,Gbagada Estate,Lagos
USR_20412,Business,25.0,2026-03-04,Free Tier,Active,6.431912454841626,3.4221686899425166,Lekki Phase 1,Lagos
USR_20413,Household,6.0,2026-02-16,Free Tier,Active,6.557212130465042,3.4061937482514333,Gbagada Estate,Lagos
USR_20414,Household,6.0,2026-01-26,Free Tier,Active,6.553008691413121,3.4064235524643474,Gbagada Estate,Lagos
USR_20415,Household,12.5,2026-02-26,Free Tier,Active,6.628113380285633,3.3759720985175594,Magodo Phase 2,Lagos
USR_20416,Household,6.0,2026-02-06,Free Tier,Active,6.556264442713159,3.39491162265038,Gbagada Estate,Lagos
USR_20417,Household,12.5,2026-04-08,Free Tier,Active,6.4377719459947755,3.425247023261008,Lekki Phase 1,Lagos
USR_20418,Household,12.5,2026-01-07,Free Tier,Active,6.4189769370499326,3.41843243811496,Lekki Phase 1,Lagos
USR_20419,Household,6.0,2026-02-09,Free Tier,Active,6.625566288675181,3.367326665555985,Magodo Phase 2,Lagos
USR_20420,Household,12.5,2026-04-02,Free Tier,Active,6.418577683826382,3.420900484790556,Lekki Phase 1,Lagos
USR_20421,Household,12.5,2026-02-08,Premium Paid,Active,6.424753803593853,3.420665972160663,Lekki Phase 1,Lagos
USR_20422,Household,12.5,2026-03-03,Free Tier,Active,6.5494538661976,3.39169435493886,Gbagada Estate,Lagos
USR_20423,Household,12.5,2026-04-13,Free Tier,Active,6.557982867139606,3.398691422325356,Gbagada Estate,Lagos
USR_20424,Household,6.0,2026-04-02,Free Tier,Active,6.422103084224987,3.4182917885251998,Lekki Phase 1,Lagos
USR_20425,Household,6.0,2026-03-19,Premium Paid,Active,6.624936158153266,3.3676445869654494,Magodo Phase 2,Lagos
USR_20426,Household,12.5,2026-02-22,Free Tier,Active,6.616049060185324,3.3676649120821476,Magodo Phase 2,Lagos
USR_20427,Business,25.0,2026-04-24,Free Tier,Active,6.560446346654282,3.4034481846642404,Gbagada Estate,Lagos
USR_20428,Household,12.5,2026-04-12,Free Tier,Active,6.433166258637585,3.4262265068695203,Lekki Phase 1,Lagos
USR_20429,Household,12.5,2026-01-04,Premium Paid,Active,6.557587708473397,3.3979398383075634,Gbagada Estate,Lagos
USR_20430,Household,12.5,2026-04-16,Free Tier,Active,6.625945563270142,3.3669672310957592,Magodo Phase 2,Lagos
USR_20431,Household,6.0,2026-03-23,Free Tier,Retained,6.430529288453135,3.4274575541107373,Lekki Phase 1,Lagos
USR_20432,Household,12.5,2026-04-18,Free Tier,Active,6.554207167207688,3.3955502665685446,Gbagada Estate,Lagos
USR_20433,Household,12.5,2026-04-22,Free Tier,Active,6.549748534696019,3.4012560410032417,Gbagada Estate,Lagos
USR_20434,Household,12.5,2026-01-25,Free Tier,Active,6.626956023972598,3.383619351997251,Magodo Phase 2,Lagos
USR_20435,Household,12.5,2026-01-07,Free Tier,Active,6.551046681649219,3.403795446147712,Gbagada Estate,Lagos
USR_20436,Household,12.5,2026-04-12,Free Tier,Active,6.624327116483787,3.3838567298135613,Magodo Phase 2,Lagos
USR_20437,Household,12.5,2026-01-28,Free Tier,Active,6.623656242165913,3.3765525965679593,Magodo Phase 2,Lagos
USR_20438,Household,12.5,2026-03-10,Free Tier,Suspended,6.429657541628818,3.4268863071028486,Lekki Phase 1,Lagos
USR_20439,Household,12.5,2026-03-08,Premium Paid,Suspended,6.437393809576569,3.4133712670843153,Lekki Phase 1,Lagos
USR_20440,Household,6.0,2026-04-18,Premium Paid,Active,6.54526869204782,3.4071510067481467,Gbagada Estate,Lagos
USR_20441,Business,25.0,2026-04-05,Free Tier,Active,6.623697512510364,3.3784980602913386,Magodo Phase 2,Lagos
USR_20442,Household,12.5,2026-04-21,Free Tier,Active,6.622748472031895,3.368073149052149,Magodo Phase 2,Lagos
USR_20443,Household,12.5,2026-04-16,Free Tier,Retained,6.433461787568373,3.426844492901772,Lekki Phase 1,Lagos
USR_20444,Household,12.5,2026-01-20,Free Tier,Retained,6.424334066429856,3.418024784904568,Lekki Phase 1,Lagos
USR_20445,Business,50.0,2026-03-24,Free Tier,Active,6.62985682761811,3.367647145154826,Magodo Phase 2,Lagos
USR_20446,Business,50.0,2026-04-22,Free Tier,Active,6.435722102967131,3.4170332337979183,Lekki Phase 1,Lagos
USR_20447,Household,12.5,2026-01-11,Premium Paid,Active,6.55605969495511,3.4071198835800356,Gbagada Estate,Lagos
USR_20448,Household,12.5,2026-04-14,Free Tier,Active,6.626662450030733,3.3744885962493405,Magodo Phase 2,Lagos
USR_20449,Household,12.5,2026-03-08,Free Tier,Active,6.431890684178108,3.4187795927263274,Lekki Phase 1,Lagos
USR_20450,Household,12.5,2026-03-28,Premium Paid,Active,6.549745168326983,3.4083336655586938,Gbagada Estate,Lagos
USR_20451,Household,6.0,2026-01-07,Premium Paid,Active,6.6281158046235955,3.379094399547636,Magodo Phase 2,Lagos
USR_20452,Household,12.5,2026-01-23,Free Tier,Active,6.551305792864386,3.3893832165831013,Gbagada Estate,Lagos
USR_20453,Business,50.0,2026-03-02,Free Tier,Active,6.544821137520703,3.399483625108976,Gbagada Estate,Lagos
USR_20454,Household,12.5,2026-03-12,Free Tier,Retained,6.628340654420781,3.376947583808877,Magodo Phase 2,Lagos
USR_20455,Household,12.5,2026-04-20,Free Tier,Active,6.561015701438782,3.3890685306618646,Gbagada Estate,Lagos
USR_20456,Household,12.5,2026-02-03,Free Tier,Active,6.425435041528519,3.4166414078234837,Lekki Phase 1,Lagos
