order_id,user_id,vendor_id,order_timestamp,peak_ordering_hour,peak_ordering_day,peak_ordering_state,status,gas_cost_ngn,delivery_fee_ngn,total_amount_ngn,commission_paid_ngn,net_platform_revenue_ngn,vendor_response_time_mins,delivery_duration_mins,weight_before_kg,weight_after_kg,photo_before_url,photo_after_url,customer_rating_score,customer_review_text,support_ticket_flag,fraud_flag,ai_prediction_confidence_pct,prediction_error_days,actual_consumption_cycle_days,days_remaining,predicted_refill_date,current_gas_level_pct,is_active_dau,is_active_mau
ORD_702966,USR_21256,VND_543,2026-01-02 19:03:00,19,Friday,Lagos,Delivered,15625.0,1000,16625.0,312.5,312.5,1,238,13.76,26.26,https://flameiq.com_702966.png,https://flameiq.com_702966.png,5.0,"Honest weight, highly recommended.",0,0,97.7,0,34,0,2026-01-02,0.0,0,1
ORD_702967,USR_20390,VND_529,2026-02-25 17:23:00,17,Wednesday,Lagos,Delivered,30000.0,1500,31500.0,600.0,1100.0,2,54,22.3,47.3,https://flameiq.com_702967.png,https://flameiq.com_702967.png,5.0,"Clean cylinder, great service.",0,0,89.2,0,8,7,2026-03-04,87.5,0,1
ORD_702968,USR_20638,VND_516,2026-07-10 08:29:00,8,Friday,Lagos,Delivered,15000.0,1500,16500.0,300.0,800.0,2,65,13.55,26.05,https://flameiq.com_702968.png,https://flameiq.com_702968.png,5.0,"Clean cylinder, great service.",0,0,92.1,1,38,27,2026-08-06,71.1,0,1
ORD_702969,USR_20187,VND_516,2026-03-01 17:27:00,17,Sunday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,11,64,7.69,13.69,https://flameiq.com_702969.png,https://flameiq.com_702969.png,5.0,"Clean cylinder, great service.",0,0,85.4,-1,20,3,2026-03-04,15.0,1,1
ORD_702970,USR_20179,VND_528,2026-05-23 17:42:00,17,Saturday,Lagos,Delivered,17500.0,1500,19000.0,350.0,350.0,3,32,13.75,26.25,https://flameiq.com_702970.png,https://flameiq.com_702970.png,5.0,"Clean cylinder, great service.",0,0,95.9,1,26,19,2026-06-11,73.1,0,1
ORD_702971,USR_21428,VND_534,2026-03-24 16:35:00,16,Tuesday,Lagos,Delivered,15625.0,1000,16625.0,312.5,312.5,4,43,13.72,26.22,https://flameiq.com_702971.png,https://flameiq.com_702971.png,5.0,Excellent and very fast!,0,0,86.6,0,37,15,2026-04-08,40.5,0,1
ORD_702972,USR_20849,VND_500,2026-05-24 16:46:00,16,Sunday,Lagos,Delivered,17500.0,1500,19000.0,350.0,850.0,3,183,13.65,26.15,https://flameiq.com_702972.png,https://flameiq.com_702972.png,5.0,"Clean cylinder, great service.",0,0,86.8,5,18,13,2026-06-06,72.2,1,1
ORD_702973,USR_20606,VND_538,2026-03-16 12:52:00,12,Monday,Lagos,Delivered,16875.0,1000,17875.0,337.5,337.5,4,25,13.62,26.12,https://flameiq.com_702973.png,https://flameiq.com_702973.png,5.0,"Honest weight, highly recommended.",0,0,86.7,0,37,12,2026-03-28,32.4,0,1
ORD_702974,USR_21275,VND_508,2026-04-16 07:12:00,7,Thursday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,4,168,13.62,26.12,https://flameiq.com_702974.png,https://flameiq.com_702974.png,5.0,"Honest weight, highly recommended.",0,0,93.1,-1,18,14,2026-04-30,77.8,1,1
ORD_702975,USR_20343,VND_523,2026-03-30 17:28:00,17,Monday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,1,99,7.65,13.65,https://flameiq.com_702975.png,https://flameiq.com_702975.png,5.0,"Honest weight, highly recommended.",0,0,99.0,-1,12,2,2026-04-01,16.7,1,1
ORD_702976,USR_21250,VND_548,2026-05-09 18:47:00,18,Saturday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,6,41,7.86,13.86,https://flameiq.com_702976.png,https://flameiq.com_702976.png,3.0,Gas price is a bit high.,0,0,91.2,0,13,1,2026-05-10,7.7,0,1
ORD_702977,USR_21023,VND_504,2026-05-05 20:27:00,20,Tuesday,Lagos,Delivered,32500.0,1500,34000.0,650.0,650.0,2,153,22.32,47.32,https://flameiq.com_702977.png,https://flameiq.com_702977.png,4.0,"Honest weight, highly recommended.",0,0,86.0,0,8,8,2026-05-13,100.0,0,1
ORD_702978,USR_20821,VND_529,2026-01-11 16:23:00,16,Sunday,Lagos,Delivered,7200.0,2000,9200.0,144.0,144.0,1,75,7.75,13.75,https://flameiq.com_702978.png,https://flameiq.com_702978.png,5.0,"Honest weight, highly recommended.",0,0,87.4,-1,17,6,2026-01-17,35.3,0,1
ORD_702979,USR_20774,VND_533,2026-04-22 20:28:00,20,Wednesday,Lagos,Delivered,16875.0,1500,18375.0,337.5,337.5,2,82,13.85,26.35,https://flameiq.com_702979.png,https://flameiq.com_702979.png,4.0,"Honest weight, highly recommended.",0,0,97.5,1,44,40,2026-06-01,90.9,0,1
ORD_702980,USR_20071,VND_535,2026-04-02 12:02:00,12,Thursday,Lagos,Delivered,15000.0,2000,17000.0,300.0,800.0,4,219,13.83,26.33,https://flameiq.com_702980.png,https://flameiq.com_702980.png,5.0,Excellent and very fast!,0,0,90.2,-1,26,24,2026-04-26,92.3,0,1
ORD_702981,USR_20320,VND_516,2026-04-27 16:16:00,16,Monday,Lagos,Delivered,7200.0,1000,8200.0,144.0,644.0,1,196,7.85,13.85,https://flameiq.com_702981.png,https://flameiq.com_702981.png,2.0,Gas price is a bit high.,0,0,95.5,1,16,4,2026-05-01,25.0,0,1
ORD_702982,USR_21250,VND_516,2026-06-03 20:28:00,20,Wednesday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,6,48,7.67,13.67,https://flameiq.com_702982.png,https://flameiq.com_702982.png,4.0,"Honest weight, highly recommended.",0,0,87.3,0,14,11,2026-06-14,78.6,0,1
ORD_702983,USR_21344,VND_514,2026-04-22 16:28:00,16,Wednesday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,6,40,13.75,26.25,https://flameiq.com_702983.png,https://flameiq.com_702983.png,5.0,Excellent and very fast!,0,0,92.3,1,17,12,2026-05-04,70.6,0,1
ORD_702984,USR_21122,VND_531,2026-03-23 20:27:00,20,Monday,Lagos,Delivered,65000.0,1000,66000.0,1300.0,1300.0,3,96,35.21,85.21,https://flameiq.com_702984.png,https://flameiq.com_702984.png,5.0,"Honest weight, highly recommended.",0,0,91.0,0,18,17,2026-04-09,94.4,0,1
ORD_702985,USR_21228,VND_537,2026-04-23 16:09:00,16,Thursday,Lagos,Delivered,33750.0,2000,35750.0,675.0,1175.0,2,60,22.32,47.32,https://flameiq.com_702985.png,https://flameiq.com_702985.png,5.0,"Honest weight, highly recommended.",0,0,88.9,-2,8,1,2026-04-24,12.5,1,1
ORD_702986,USR_20144,VND_537,2026-06-28 16:44:00,16,Sunday,Lagos,Delivered,16875.0,1500,18375.0,337.5,837.5,1,64,13.86,26.36,https://flameiq.com_702986.png,https://flameiq.com_702986.png,5.0,"Clean cylinder, great service.",0,0,90.8,5,27,13,2026-07-11,48.1,0,0
ORD_702987,USR_20201,VND_518,2026-01-25 17:28:00,17,Sunday,Lagos,Delivered,7500.0,2000,9500.0,150.0,150.0,1,75,7.73,13.73,https://flameiq.com_702987.png,https://flameiq.com_702987.png,5.0,Excellent and very fast!,0,0,91.8,1,9,1,2026-01-26,11.1,0,1
ORD_702988,USR_21250,VND_548,2026-04-17 08:11:00,8,Friday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,1,83,7.53,13.53,https://flameiq.com_702988.png,https://flameiq.com_702988.png,5.0,Excellent and very fast!,0,0,93.6,-1,16,6,2026-04-23,37.5,0,1
ORD_702989,USR_21112,VND_543,2026-04-27 19:26:00,19,Monday,Lagos,Delivered,15625.0,1000,16625.0,312.5,812.5,8,226,13.72,26.22,https://flameiq.com_702989.png,https://flameiq.com_702989.png,5.0,"Honest weight, highly recommended.",0,0,85.3,-1,16,15,2026-05-12,93.8,1,1
ORD_702990,USR_20377,VND_545,2026-01-30 12:15:00,12,Friday,Lagos,Delivered,17500.0,1500,19000.0,350.0,350.0,5,79,13.71,26.21,https://flameiq.com_702990.png,https://flameiq.com_702990.png,2.0,Delay in vendor accepting my order.,0,0,96.8,0,19,17,2026-02-16,89.5,0,1
ORD_702991,USR_21300,VND_548,2026-03-12 18:47:00,18,Thursday,Lagos,Delivered,8100.0,1000,9100.0,162.0,162.0,4,83,7.62,13.62,https://flameiq.com_702991.png,https://flameiq.com_702991.png,5.0,"Honest weight, highly recommended.",0,0,95.2,0,14,4,2026-03-16,28.6,0,1
ORD_702992,USR_20460,VND_508,2026-02-17 19:25:00,19,Tuesday,Lagos,Delivered,15000.0,1000,16000.0,300.0,800.0,3,129,13.68,26.18,https://flameiq.com_702992.png,https://flameiq.com_702992.png,3.0,Delay in vendor accepting my order.,0,0,93.2,-1,36,28,2026-03-17,77.8,0,1
ORD_702993,USR_20030,VND_516,2026-05-02 20:08:00,20,Saturday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,8,88,7.59,13.59,https://flameiq.com_702993.png,https://flameiq.com_702993.png,5.0,Excellent and very fast!,0,0,88.9,0,18,2,2026-05-04,11.1,1,1
ORD_702994,USR_20723,VND_542,2026-05-05 07:00:00,7,Tuesday,Lagos,Delivered,16875.0,1000,17875.0,337.5,837.5,11,56,13.82,26.32,https://flameiq.com_702994.png,https://flameiq.com_702994.png,5.0,"Honest weight, highly recommended.",0,0,98.9,0,36,17,2026-05-22,47.2,0,1
ORD_702995,USR_20157,VND_534,2026-05-02 20:57:00,20,Saturday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,5,221,13.85,26.35,https://flameiq.com_702995.png,https://flameiq.com_702995.png,3.0,Gas price is a bit high.,0,0,95.5,0,28,12,2026-05-14,42.9,1,1
ORD_702996,USR_20543,VND_542,2026-03-20 08:50:00,8,Friday,Lagos,Delivered,16875.0,1500,18375.0,337.5,837.5,1,50,13.7,26.2,https://flameiq.com_702996.png,https://flameiq.com_702996.png,2.0,Rider was late.,0,0,99.2,0,26,21,2026-04-10,80.8,0,1
ORD_702997,USR_20398,VND_508,2026-05-05 12:10:00,12,Tuesday,Lagos,Delivered,7200.0,1000,8200.0,144.0,144.0,1,186,7.81,13.81,https://flameiq.com_702997.png,https://flameiq.com_702997.png,3.0,Delay in vendor accepting my order.,0,0,87.6,2,14,10,2026-05-15,71.4,1,1
ORD_702998,USR_21455,VND_504,2026-06-17 16:07:00,16,Wednesday,Lagos,Delivered,65000.0,1000,66000.0,1300.0,1300.0,5,110,35.16,85.16,https://flameiq.com_702998.png,https://flameiq.com_702998.png,5.0,"Honest weight, highly recommended.",0,0,99.3,2,18,13,2026-06-30,72.2,1,1
ORD_702999,USR_20251,VND_510,2026-01-14 18:44:00,18,Wednesday,Lagos,Delivered,15625.0,1000,16625.0,312.5,812.5,4,48,13.68,26.18,https://flameiq.com_702999.png,https://flameiq.com_702999.png,5.0,Excellent and very fast!,0,0,94.4,0,34,33,2026-02-16,97.1,0,1
ORD_703000,USR_20861,VND_527,2026-03-23 18:02:00,18,Monday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,3,94,7.52,13.52,https://flameiq.com_703000.png,https://flameiq.com_703000.png,5.0,"Clean cylinder, great service.",0,0,86.6,-2,13,3,2026-03-26,23.1,1,1
ORD_703001,USR_20195,VND_537,2026-01-20 17:39:00,17,Tuesday,Lagos,Delivered,16875.0,1500,18375.0,337.5,837.5,8,239,13.88,26.38,https://flameiq.com_703001.png,https://flameiq.com_703001.png,5.0,"Clean cylinder, great service.",0,0,98.2,-1,32,10,2026-01-30,31.2,0,0
ORD_703002,USR_20290,VND_537,2026-03-27 19:27:00,19,Friday,Lagos,Delivered,8100.0,1000,9100.0,162.0,662.0,2,26,7.82,13.82,https://flameiq.com_703002.png,https://flameiq.com_703002.png,3.0,Rider was late.,0,0,86.2,-1,15,12,2026-04-08,80.0,0,1
ORD_703003,USR_21172,VND_539,2026-02-21 18:48:00,18,Saturday,Lagos,Delivered,15000.0,2000,17000.0,300.0,300.0,2,45,13.78,26.28,https://flameiq.com_703003.png,https://flameiq.com_703003.png,2.0,Rider was late.,0,0,87.0,1,41,24,2026-03-17,58.5,0,1
ORD_703004,USR_20395,VND_517,2026-04-20 17:10:00,17,Monday,Lagos,Delivered,31250.0,2000,33250.0,625.0,625.0,1,113,22.37,47.37,https://flameiq.com_703004.png,https://flameiq.com_703004.png,3.0,Gas price is a bit high.,0,0,93.7,1,11,9,2026-04-29,81.8,1,1
ORD_703005,USR_20339,VND_525,2026-04-19 19:16:00,19,Sunday,Lagos,Delivered,8400.0,1500,9900.0,168.0,668.0,1,166,7.68,13.68,https://flameiq.com_703005.png,https://flameiq.com_703005.png,4.0,Excellent and very fast!,0,0,97.3,2,18,13,2026-05-02,72.2,0,1
ORD_703006,USR_20945,VND_503,2026-01-21 19:05:00,19,Wednesday,Lagos,Delivered,7200.0,2000,9200.0,144.0,144.0,2,93,7.71,13.71,https://flameiq.com_703006.png,https://flameiq.com_703006.png,4.0,"Clean cylinder, great service.",0,0,96.1,0,14,1,2026-01-22,7.1,1,1
ORD_703007,USR_20634,VND_509,2026-03-12 16:46:00,16,Thursday,Lagos,Delivered,16250.0,2000,18250.0,325.0,325.0,4,102,13.8,26.3,https://flameiq.com_703007.png,https://flameiq.com_703007.png,5.0,Excellent and very fast!,0,0,86.8,1,30,2,2026-03-14,6.7,1,1
ORD_703008,USR_20310,VND_526,2026-05-26 17:28:00,17,Tuesday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,3,91,7.54,13.54,https://flameiq.com_703008.png,https://flameiq.com_703008.png,5.0,"Clean cylinder, great service.",0,0,88.5,0,9,4,2026-05-30,44.4,0,0
ORD_703009,USR_20287,VND_503,2026-04-20 12:35:00,12,Monday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,5,54,13.73,26.23,https://flameiq.com_703009.png,https://flameiq.com_703009.png,3.0,Delay in vendor accepting my order.,0,0,92.9,5,29,27,2026-05-17,93.1,0,1
ORD_703010,USR_20247,VND_500,2026-05-01 12:02:00,12,Friday,Lagos,Delivered,35000.0,1500,36500.0,700.0,700.0,3,27,22.3,47.3,https://flameiq.com_703010.png,https://flameiq.com_703010.png,5.0,"Honest weight, highly recommended.",0,0,87.1,1,7,6,2026-05-07,85.7,0,1
ORD_703011,USR_20405,VND_545,2026-02-10 07:36:00,7,Tuesday,Lagos,Delivered,35000.0,1500,36500.0,700.0,1200.0,3,102,22.4,47.4,https://flameiq.com_703011.png,https://flameiq.com_703011.png,5.0,"Honest weight, highly recommended.",0,0,91.7,0,7,3,2026-02-13,42.9,1,1
ORD_703012,USR_21333,VND_541,2026-04-02 17:08:00,17,Thursday,Lagos,Delivered,31250.0,1500,32750.0,625.0,625.0,3,88,22.04,47.04,https://flameiq.com_703012.png,https://flameiq.com_703012.png,5.0,"Honest weight, highly recommended.",0,0,89.6,0,9,3,2026-04-05,33.3,1,1
ORD_703013,USR_20197,VND_548,2026-06-21 08:22:00,8,Sunday,Lagos,Delivered,33750.0,1000,34750.0,675.0,1175.0,2,44,22.07,47.07,https://flameiq.com_703013.png,https://flameiq.com_703013.png,4.0,"Clean cylinder, great service.",0,0,95.5,0,9,6,2026-06-27,66.7,0,1
ORD_703014,USR_20448,VND_527,2026-07-08 19:20:00,19,Wednesday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,1,238,13.61,26.11,https://flameiq.com_703014.png,https://flameiq.com_703014.png,5.0,"Honest weight, highly recommended.",0,0,97.5,-2,40,28,2026-08-05,70.0,0,1
ORD_703015,USR_20457,VND_520,2026-06-01 17:15:00,17,Monday,Lagos,Delivered,15000.0,2000,17000.0,300.0,300.0,4,109,13.63,26.13,https://flameiq.com_703015.png,https://flameiq.com_703015.png,5.0,"Clean cylinder, great service.",0,0,93.1,2,38,8,2026-06-09,21.1,0,1
ORD_703016,USR_20525,VND_507,2026-04-30 08:42:00,8,Thursday,Lagos,Delivered,15625.0,1000,16625.0,312.5,312.5,2,86,13.85,26.35,https://flameiq.com_703016.png,https://flameiq.com_703016.png,5.0,"Honest weight, highly recommended.",0,0,96.0,0,17,16,2026-05-16,94.1,0,1
ORD_703017,USR_21373,VND_544,2026-04-10 19:23:00,19,Friday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,3,68,13.81,26.31,https://flameiq.com_703017.png,https://flameiq.com_703017.png,5.0,"Honest weight, highly recommended.",0,0,93.7,0,26,20,2026-04-30,76.9,1,1
ORD_703018,USR_21003,VND_544,2026-05-24 17:01:00,17,Sunday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,1,72,13.59,26.09,https://flameiq.com_703018.png,https://flameiq.com_703018.png,4.0,"Honest weight, highly recommended.",0,0,89.3,1,29,29,2026-06-22,100.0,0,1
ORD_703019,USR_20672,VND_505,2026-03-25 17:19:00,17,Wednesday,Lagos,Delivered,8100.0,1000,9100.0,162.0,662.0,1,98,7.82,13.82,https://flameiq.com_703019.png,https://flameiq.com_703019.png,4.0,"Clean cylinder, great service.",0,0,93.0,1,9,1,2026-03-26,11.1,0,1
ORD_703020,USR_20036,VND_525,2026-05-10 19:42:00,19,Sunday,Lagos,Delivered,17500.0,1000,18500.0,350.0,850.0,8,68,13.6,26.1,https://flameiq.com_703020.png,https://flameiq.com_703020.png,5.0,Excellent and very fast!,0,0,87.3,0,30,1,2026-05-11,3.3,0,1
ORD_703021,USR_21099,VND_509,2026-02-16 12:04:00,12,Monday,Lagos,Delivered,16250.0,1000,17250.0,325.0,825.0,9,72,13.71,26.21,https://flameiq.com_703021.png,https://flameiq.com_703021.png,5.0,"Honest weight, highly recommended.",0,0,94.2,2,30,7,2026-02-23,23.3,0,1
ORD_703022,USR_20898,VND_503,2026-04-19 16:06:00,16,Sunday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,2,77,13.71,26.21,https://flameiq.com_703022.png,https://flameiq.com_703022.png,5.0,"Honest weight, highly recommended.",0,0,97.7,1,36,25,2026-05-14,69.4,1,1
ORD_703023,USR_20890,VND_509,2026-02-12 20:38:00,20,Thursday,Lagos,Delivered,7800.0,2000,9800.0,156.0,156.0,1,33,7.73,13.73,https://flameiq.com_703023.png,https://flameiq.com_703023.png,2.0,Gas price is a bit high.,0,0,91.7,0,19,4,2026-02-16,21.1,0,0
ORD_703024,USR_21497,VND_509,2026-04-28 19:45:00,19,Tuesday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,1,152,13.54,26.04,https://flameiq.com_703024.png,https://flameiq.com_703024.png,5.0,"Clean cylinder, great service.",0,0,98.1,-1,38,29,2026-05-27,76.3,0,1
ORD_703025,USR_21438,VND_534,2026-04-05 19:11:00,19,Sunday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,4,39,7.86,13.86,https://flameiq.com_703025.png,https://flameiq.com_703025.png,5.0,"Clean cylinder, great service.",0,0,94.2,2,18,3,2026-04-08,16.7,1,1
ORD_703026,USR_20697,VND_530,2026-04-09 16:15:00,16,Thursday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,1,35,7.53,13.53,https://flameiq.com_703026.png,https://flameiq.com_703026.png,3.0,Gas price is a bit high.,0,0,92.3,1,19,14,2026-04-23,73.7,1,1
ORD_703027,USR_20295,VND_516,2026-02-24 17:25:00,17,Tuesday,Lagos,Delivered,7200.0,1500,8700.0,144.0,644.0,7,135,7.89,13.89,https://flameiq.com_703027.png,https://flameiq.com_703027.png,5.0,Excellent and very fast!,0,0,99.2,1,26,25,2026-03-21,96.2,1,1
ORD_703028,USR_21139,VND_538,2026-04-15 20:15:00,20,Wednesday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,1,25,7.83,13.83,https://flameiq.com_703028.png,https://flameiq.com_703028.png,5.0,"Clean cylinder, great service.",0,0,95.3,2,15,12,2026-04-27,80.0,0,1
ORD_703029,USR_20040,VND_503,2026-06-04 07:02:00,7,Thursday,Lagos,Delivered,7200.0,1000,8200.0,144.0,144.0,7,54,7.58,13.58,https://flameiq.com_703029.png,https://flameiq.com_703029.png,4.0,Excellent and very fast!,0,0,88.9,-2,8,0,2026-06-04,0.0,0,1
ORD_703030,USR_20209,VND_547,2026-07-20 18:45:00,18,Monday,Lagos,Delivered,15000.0,1000,16000.0,300.0,300.0,1,70,13.61,26.11,https://flameiq.com_703030.png,https://flameiq.com_703030.png,4.0,"Clean cylinder, great service.",0,0,86.9,-2,34,22,2026-08-11,64.7,1,1
ORD_703031,USR_21332,VND_526,2026-05-27 07:43:00,7,Wednesday,Lagos,Delivered,15000.0,1000,16000.0,300.0,800.0,1,233,13.7,26.2,https://flameiq.com_703031.png,https://flameiq.com_703031.png,5.0,"Honest weight, highly recommended.",0,0,94.5,0,49,5,2026-06-01,10.2,0,0
ORD_703032,USR_20734,VND_507,2026-02-23 12:26:00,12,Monday,Lagos,Delivered,15625.0,1500,17125.0,312.5,312.5,6,145,13.66,26.16,https://flameiq.com_703032.png,https://flameiq.com_703032.png,3.0,Delay in vendor accepting my order.,0,0,98.8,1,38,6,2026-03-01,15.8,1,1
ORD_703033,USR_20622,VND_533,2026-03-25 20:16:00,20,Wednesday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,1,45,7.7,13.7,https://flameiq.com_703033.png,https://flameiq.com_703033.png,5.0,Excellent and very fast!,0,0,93.7,0,16,15,2026-04-09,93.8,0,0
ORD_703034,USR_20195,VND_506,2026-03-29 20:02:00,20,Sunday,Lagos,Delivered,17500.0,1000,18500.0,350.0,850.0,8,94,13.82,26.32,https://flameiq.com_703034.png,https://flameiq.com_703034.png,2.0,Gas price is a bit high.,0,0,93.5,0,37,8,2026-04-06,21.6,0,0
ORD_703035,USR_20593,VND_507,2026-04-06 16:38:00,16,Monday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,2,167,7.52,13.52,https://flameiq.com_703035.png,https://flameiq.com_703035.png,2.0,Gas price is a bit high.,0,0,90.2,2,12,0,2026-04-06,0.0,0,1
ORD_703036,USR_20180,VND_511,2026-04-10 20:43:00,20,Friday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,6,85,7.5,13.5,https://flameiq.com_703036.png,https://flameiq.com_703036.png,5.0,Excellent and very fast!,0,0,88.1,1,9,8,2026-04-18,88.9,0,0
ORD_703037,USR_20305,VND_524,2026-05-17 12:35:00,12,Sunday,Lagos,Delivered,35000.0,1000,36000.0,700.0,700.0,8,49,22.15,47.15,https://flameiq.com_703037.png,https://flameiq.com_703037.png,3.0,Gas price is a bit high.,0,0,88.2,0,11,1,2026-05-18,9.1,0,1
ORD_703038,USR_21268,VND_524,2026-04-12 20:10:00,20,Sunday,Lagos,Delivered,8400.0,1000,9400.0,168.0,168.0,4,43,7.57,13.57,https://flameiq.com_703038.png,https://flameiq.com_703038.png,5.0,"Clean cylinder, great service.",0,0,93.8,0,17,5,2026-04-17,29.4,1,1
ORD_703039,USR_21073,VND_509,2026-04-15 19:20:00,19,Wednesday,Lagos,Delivered,16250.0,1000,17250.0,325.0,325.0,2,137,13.8,26.3,https://flameiq.com_703039.png,https://flameiq.com_703039.png,3.0,Gas price is a bit high.,0,0,90.4,2,30,19,2026-05-04,63.3,0,1
ORD_703040,USR_21124,VND_503,2026-03-11 17:06:00,17,Wednesday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,2,180,7.87,13.87,https://flameiq.com_703040.png,https://flameiq.com_703040.png,5.0,"Clean cylinder, great service.",0,0,96.9,2,18,10,2026-03-21,55.6,1,1
ORD_703041,USR_20708,VND_503,2026-03-22 16:52:00,16,Sunday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,1,77,13.87,26.37,https://flameiq.com_703041.png,https://flameiq.com_703041.png,5.0,"Honest weight, highly recommended.",0,0,90.1,0,34,29,2026-04-20,85.3,1,1
ORD_703042,USR_20121,VND_524,2026-05-19 18:13:00,18,Tuesday,Lagos,Delivered,70000.0,1000,71000.0,1400.0,1900.0,1,102,35.23,85.23,https://flameiq.com_703042.png,https://flameiq.com_703042.png,5.0,"Honest weight, highly recommended.",0,0,90.8,-1,14,9,2026-05-28,64.3,0,1
ORD_703043,USR_20620,VND_511,2026-01-26 12:48:00,12,Monday,Lagos,Orders Received,7200.0,1500,8700.0,144.0,144.0,9,55,7.68,13.68,https://flameiq.com_703043.png,https://flameiq.com_703043.png,,N/A,0,0,94.5,-1,20,16,2026-02-11,80.0,0,0
ORD_703044,USR_20542,VND_518,2026-04-27 16:30:00,16,Monday,Lagos,Delivered,7500.0,1000,8500.0,150.0,150.0,2,30,7.69,13.69,https://flameiq.com_703044.png,https://flameiq.com_703044.png,4.0,"Clean cylinder, great service.",0,0,89.4,0,8,0,2026-04-27,0.0,0,1
ORD_703045,USR_20327,VND_511,2026-06-24 18:48:00,18,Wednesday,Lagos,Delivered,7200.0,2000,9200.0,144.0,144.0,8,190,7.65,13.65,https://flameiq.com_703045.png,https://flameiq.com_703045.png,2.0,Gas price is a bit high.,0,0,88.8,-2,13,1,2026-06-25,7.7,1,1
ORD_703046,USR_20133,VND_501,2026-04-13 08:58:00,8,Monday,Lagos,Delivered,17500.0,1500,19000.0,350.0,350.0,4,36,13.87,26.37,https://flameiq.com_703046.png,https://flameiq.com_703046.png,5.0,"Honest weight, highly recommended.",0,0,96.3,1,18,17,2026-04-30,94.4,0,1
ORD_703047,USR_21345,VND_527,2026-03-15 19:06:00,19,Sunday,Lagos,Delivered,7200.0,1500,8700.0,144.0,144.0,4,165,7.9,13.9,https://flameiq.com_703047.png,https://flameiq.com_703047.png,4.0,"Honest weight, highly recommended.",0,0,92.3,1,17,2,2026-03-17,11.8,0,1
ORD_703048,USR_20990,VND_524,2026-06-14 12:33:00,12,Sunday,Lagos,Delivered,8400.0,2000,10400.0,168.0,168.0,4,106,7.7,13.7,https://flameiq.com_703048.png,https://flameiq.com_703048.png,5.0,"Honest weight, highly recommended.",0,0,97.3,0,14,12,2026-06-26,85.7,1,1
ORD_703049,USR_20981,VND_505,2026-02-11 16:32:00,16,Wednesday,Lagos,Delivered,8100.0,1500,9600.0,162.0,162.0,4,32,7.59,13.59,https://flameiq.com_703049.png,https://flameiq.com_703049.png,5.0,"Honest weight, highly recommended.",0,0,89.0,1,8,0,2026-02-11,0.0,0,1
ORD_703050,USR_20531,VND_503,2026-06-20 19:11:00,19,Saturday,Lagos,Delivered,30000.0,1500,31500.0,600.0,600.0,3,92,22.06,47.06,https://flameiq.com_703050.png,https://flameiq.com_703050.png,2.0,Delay in vendor accepting my order.,0,0,88.9,-2,8,8,2026-06-28,100.0,0,1
ORD_703051,USR_20569,VND_507,2026-04-23 20:21:00,20,Thursday,Lagos,Cancelled,7500.0,1500,9000.0,150.0,150.0,5,62,7.61,13.61,https://flameiq.com_703051.png,https://flameiq.com_703051.png,,N/A,0,0,87.4,1,12,2,2026-04-25,16.7,0,1
ORD_703052,USR_20761,VND_507,2026-05-15 17:23:00,17,Friday,Lagos,Delivered,15625.0,1000,16625.0,312.5,312.5,3,93,13.62,26.12,https://flameiq.com_703052.png,https://flameiq.com_703052.png,4.0,Excellent and very fast!,0,0,96.8,0,26,9,2026-05-24,34.6,0,0
ORD_703053,USR_20430,VND_535,2026-06-18 08:09:00,8,Thursday,Lagos,Delivered,15000.0,1500,16500.0,300.0,300.0,5,122,13.7,26.2,https://flameiq.com_703053.png,https://flameiq.com_703053.png,5.0,"Clean cylinder, great service.",0,0,85.9,0,26,6,2026-06-24,23.1,0,1
