user_id,refill_cycle_id,refill_date,cylinder_size_kg,refill_quantity_kg,household_size,meals_per_day,cooking_days_per_week,lpg_primary_fuel,usage_change,festive_period,refill_month,previous_cycle_days,average_previous_cycle_days,number_previous_cycles,actual_cycle_days
USR_20369,USR_20369_C01,2025-02-18,12.5,9.1,4,2,7,1,normal,0,2,,,0,23
USR_20369,USR_20369_C02,2025-03-13,12.5,12.39,4,2,7,1,normal,0,3,23.0,23.0,1,32
USR_20370,USR_20370_C01,2025-04-17,12.5,12.44,4,2,6,1,normal,0,4,,,0,34
USR_20370,USR_20370_C02,2025-05-21,12.5,12.2,4,2,6,1,normal,0,5,34.0,34.0,1,40
USR_20370,USR_20370_C03,2025-06-30,12.5,12.39,4,2,6,1,less,0,6,40.0,37.0,2,46
USR_20370,USR_20370_C04,2025-08-15,12.5,11.82,4,2,6,1,normal,0,8,46.0,40.0,3,35
USR_20370,USR_20370_C05,2025-09-19,12.5,12.45,4,2,6,1,normal,0,9,35.0,38.75,4,38
USR_20370,USR_20370_C06,2025-10-27,12.5,11.61,4,2,6,1,normal,0,10,38.0,38.6,5,41
USR_20371,USR_20371_C01,2025-02-12,6.0,5.57,3,2,7,0,normal,0,2,,,0,30
USR_20371,USR_20371_C02,2025-03-14,6.0,5.63,3,2,7,0,normal,0,3,30.0,30.0,1,29
USR_20371,USR_20371_C03,2025-04-12,6.0,5.72,3,2,7,0,normal,0,4,29.0,29.5,2,30
USR_20371,USR_20371_C04,2025-05-12,6.0,5.94,3,2,7,0,normal,0,5,30.0,29.666666666666668,3,34
USR_20371,USR_20371_C05,2025-06-15,6.0,5.8,3,2,7,0,normal,0,6,34.0,30.75,4,32
USR_20371,USR_20371_C06,2025-07-17,6.0,5.67,3,2,7,0,normal,0,7,32.0,31.0,5,35
USR_20371,USR_20371_C07,2025-08-21,6.0,5.66,3,2,7,0,normal,0,8,35.0,31.666666666666668,6,29
USR_20371,USR_20371_C08,2025-09-19,6.0,5.15,3,2,7,0,normal,0,9,29.0,31.285714285714285,7,31
USR_20372,USR_20372_C01,2025-04-21,6.0,3.9,3,2,7,1,less,0,4,,,0,15
USR_20372,USR_20372_C02,2025-05-06,6.0,5.62,3,2,7,1,normal,0,5,15.0,15.0,1,16
USR_20372,USR_20372_C03,2025-05-22,6.0,5.78,3,2,7,1,more,0,5,16.0,15.5,2,14
USR_20372,USR_20372_C04,2025-06-05,6.0,5.88,3,2,7,1,more,0,6,14.0,15.0,3,13
USR_20372,USR_20372_C05,2025-06-18,6.0,5.57,3,2,7,1,normal,0,6,13.0,14.5,4,17
USR_20372,USR_20372_C06,2025-07-05,6.0,5.92,3,2,7,1,normal,0,7,17.0,15.0,5,16
USR_20372,USR_20372_C07,2025-07-21,6.0,5.71,3,2,7,1,normal,0,7,16.0,15.166666666666666,6,17
USR_20373,USR_20373_C01,2025-03-19,6.0,4.44,3,3,6,1,normal,0,3,,,0,13
USR_20373,USR_20373_C02,2025-04-01,6.0,5.55,3,3,6,1,normal,0,4,13.0,13.0,1,16
USR_20373,USR_20373_C03,2025-04-17,6.0,5.58,3,3,6,1,normal,0,4,16.0,14.5,2,16
USR_20374,USR_20374_C01,2025-04-05,6.0,5.36,4,1,7,1,normal,0,4,,,0,19
USR_20374,USR_20374_C02,2025-04-24,6.0,5.86,4,1,7,1,normal,0,4,19.0,19.0,1,20
USR_20374,USR_20374_C03,2025-05-14,6.0,3.82,4,1,7,1,normal,0,5,20.0,19.5,2,10
USR_20374,USR_20374_C04,2025-05-24,6.0,5.15,4,1,7,1,normal,0,5,10.0,16.333333333333332,3,16
USR_20374,USR_20374_C05,2025-06-09,6.0,5.57,4,1,7,1,normal,0,6,16.0,16.25,4,17
USR_20375,USR_20375_C01,2025-03-26,12.5,11.58,4,2,7,1,normal,0,3,,,0,36
USR_20375,USR_20375_C02,2025-05-01,12.5,12.0,4,2,7,1,normal,0,5,36.0,36.0,1,36
USR_20376,USR_20376_C01,2025-03-28,12.5,11.85,7,3,7,1,normal,0,3,,,0,32
USR_20376,USR_20376_C02,2025-04-29,12.5,12.28,7,3,7,1,normal,0,4,32.0,32.0,1,27
USR_20376,USR_20376_C03,2025-05-26,12.5,12.4,7,3,7,1,normal,0,5,27.0,29.5,2,26
USR_20376,USR_20376_C04,2025-06-21,12.5,9.5,7,3,7,1,normal,0,6,26.0,28.333333333333332,3,21
USR_20376,USR_20376_C05,2025-07-12,12.5,8.67,7,3,7,1,more,0,7,21.0,26.5,4,16
USR_20376,USR_20376_C06,2025-07-28,12.5,11.58,7,3,7,1,normal,0,7,16.0,24.4,5,30
USR_20376,USR_20376_C07,2025-08-27,12.5,11.64,7,3,7,1,normal,0,8,30.0,25.333333333333332,6,25
USR_20377,USR_20377_C01,2025-04-28,12.5,7.25,7,3,7,1,more,0,4,,,0,14
USR_20377,USR_20377_C02,2025-05-12,12.5,9.59,7,3,7,1,normal,0,5,14.0,14.0,1,27
USR_20377,USR_20377_C03,2025-06-08,12.5,12.1,7,3,7,1,normal,0,6,27.0,20.5,2,30
USR_20377,USR_20377_C04,2025-07-08,12.5,12.37,7,3,7,1,normal,0,7,30.0,23.666666666666668,3,36
USR_20377,USR_20377_C05,2025-08-13,12.5,11.82,7,3,7,1,normal,0,8,36.0,26.75,4,29
USR_20377,USR_20377_C06,2025-09-11,12.5,11.71,7,3,7,1,normal,0,9,29.0,27.2,5,30
USR_20377,USR_20377_C07,2025-10-11,12.5,12.42,7,3,7,1,normal,0,10,30.0,27.666666666666668,6,28
USR_20378,USR_20378_C01,2025-02-22,12.5,11.51,5,3,7,1,normal,0,2,,,0,34
USR_20378,USR_20378_C02,2025-03-28,12.5,12.27,5,3,7,1,normal,0,3,34.0,34.0,1,40
USR_20378,USR_20378_C03,2025-05-07,12.5,12.05,5,3,7,1,normal,0,5,40.0,37.0,2,32
USR_20378,USR_20378_C04,2025-06-08,12.5,11.58,5,3,7,1,normal,0,6,32.0,35.333333333333336,3,34
USR_20378,USR_20378_C05,2025-07-12,12.5,12.37,5,3,7,1,normal,0,7,34.0,35.0,4,40
USR_20378,USR_20378_C06,2025-08-21,12.5,11.52,5,3,7,1,normal,0,8,40.0,36.0,5,38
USR_20379,USR_20379_C01,2025-01-04,12.5,12.01,4,3,7,1,normal,1,1,,,0,27
USR_20379,USR_20379_C02,2025-01-31,12.5,8.73,4,3,7,1,more,1,1,27.0,27.0,1,20
USR_20379,USR_20379_C03,2025-02-20,12.5,12.48,4,3,7,1,less,0,2,20.0,23.5,2,49
USR_20379,USR_20379_C04,2025-04-10,12.5,9.51,4,3,7,1,normal,0,4,49.0,32.0,3,30
USR_20379,USR_20379_C05,2025-05-10,12.5,12.09,4,3,7,1,normal,0,5,30.0,31.5,4,33
USR_20380,USR_20380_C01,2025-01-09,6.0,5.66,3,3,6,1,normal,1,1,,,0,14
USR_20380,USR_20380_C02,2025-01-23,6.0,5.77,3,3,6,1,more,1,1,14.0,14.0,1,16
USR_20380,USR_20380_C03,2025-02-08,6.0,4.73,3,3,6,1,normal,0,2,16.0,15.0,2,16
USR_20380,USR_20380_C04,2025-02-24,6.0,4.71,3,3,6,1,normal,0,2,16.0,15.333333333333334,3,13
USR_20380,USR_20380_C05,2025-03-09,6.0,5.87,3,3,6,1,normal,0,3,13.0,14.75,4,18
USR_20380,USR_20380_C06,2025-03-27,6.0,5.66,3,3,6,1,normal,0,3,18.0,15.4,5,20
USR_20380,USR_20380_C07,2025-04-16,6.0,5.81,3,3,6,1,normal,0,4,20.0,16.166666666666668,6,18
USR_20381,USR_20381_C01,2025-03-14,12.5,11.84,6,2,7,1,normal,0,3,,,0,40
USR_20381,USR_20381_C02,2025-04-23,12.5,12.49,6,2,7,1,normal,0,4,40.0,40.0,1,37
USR_20381,USR_20381_C03,2025-05-30,12.5,12.39,6,2,7,1,normal,0,5,37.0,38.5,2,38
USR_20381,USR_20381_C04,2025-07-07,12.5,11.36,6,2,7,1,normal,0,7,38.0,38.333333333333336,3,36
USR_20381,USR_20381_C05,2025-08-12,12.5,11.57,6,2,7,1,normal,0,8,36.0,37.75,4,34
USR_20381,USR_20381_C06,2025-09-15,12.5,11.73,6,2,7,1,more,0,9,34.0,37.0,5,34
USR_20381,USR_20381_C07,2025-10-19,12.5,11.94,6,2,7,1,more,0,10,34.0,36.5,6,28
USR_20381,USR_20381_C08,2025-11-16,12.5,11.99,6,2,7,1,normal,0,11,28.0,35.285714285714285,7,42
USR_20382,USR_20382_C01,2025-03-11,12.5,11.55,5,2,4,1,normal,0,3,,,0,37
USR_20382,USR_20382_C02,2025-04-17,12.5,11.62,5,2,4,1,normal,0,4,37.0,37.0,1,30
USR_20382,USR_20382_C03,2025-05-17,12.5,11.62,5,2,4,1,normal,0,5,30.0,33.5,2,28
USR_20382,USR_20382_C04,2025-06-14,12.5,11.57,5,2,4,1,normal,0,6,28.0,31.666666666666668,3,33
USR_20382,USR_20382_C05,2025-07-17,12.5,11.81,5,2,4,1,normal,0,7,33.0,32.0,4,31
USR_20382,USR_20382_C06,2025-08-17,12.5,12.34,5,2,4,1,normal,0,8,31.0,31.8,5,34
USR_20384,USR_20384_C01,2025-03-11,6.0,5.92,5,2,7,1,normal,0,3,,,0,17
USR_20384,USR_20384_C02,2025-03-28,6.0,5.17,5,2,7,1,more,0,3,17.0,17.0,1,11
USR_20384,USR_20384_C03,2025-04-08,6.0,3.87,5,2,7,1,normal,0,4,11.0,14.0,2,9
USR_20384,USR_20384_C04,2025-04-17,6.0,5.93,5,2,7,1,normal,0,4,9.0,12.333333333333334,3,16
USR_20384,USR_20384_C05,2025-05-03,6.0,3.58,5,2,7,1,normal,0,5,16.0,13.25,4,8
USR_20384,USR_20384_C06,2025-05-11,6.0,5.9,5,2,7,1,normal,0,5,8.0,12.2,5,17
USR_20385,USR_20385_C01,2025-03-25,12.5,8.15,5,2,7,1,normal,0,3,,,0,25
USR_20385,USR_20385_C02,2025-04-19,12.5,9.04,5,2,7,1,more,0,4,25.0,25.0,1,20
USR_20385,USR_20385_C03,2025-05-09,12.5,11.81,5,2,7,1,more,0,5,20.0,22.5,2,24
USR_20385,USR_20385_C04,2025-06-02,12.5,11.72,5,2,7,1,normal,0,6,24.0,23.0,3,30
USR_20385,USR_20385_C05,2025-07-02,12.5,12.38,5,2,7,1,normal,0,7,30.0,24.75,4,30
USR_20385,USR_20385_C06,2025-08-01,12.5,12.06,5,2,7,1,less,0,8,30.0,25.8,5,43
USR_20386,USR_20386_C01,2025-03-03,6.0,5.59,4,3,7,0,normal,0,3,,,0,31
USR_20386,USR_20386_C02,2025-04-03,6.0,5.77,4,3,7,0,normal,0,4,31.0,31.0,1,25
USR_20386,USR_20386_C03,2025-04-28,6.0,3.31,4,3,7,0,more,0,4,25.0,28.0,2,11
USR_20386,USR_20386_C04,2025-05-09,6.0,5.99,4,3,7,0,normal,0,5,11.0,22.333333333333332,3,25
USR_20386,USR_20386_C05,2025-06-03,6.0,4.81,4,3,7,0,less,0,6,25.0,23.0,4,32
USR_20386,USR_20386_C06,2025-07-05,6.0,5.81,4,3,7,0,normal,0,7,32.0,24.8,5,23
USR_20386,USR_20386_C07,2025-07-28,6.0,5.88,4,3,7,0,normal,0,7,23.0,24.5,6,23
USR_20386,USR_20386_C08,2025-08-20,6.0,5.95,4,3,7,0,less,0,8,23.0,24.285714285714285,7,38
USR_20386,USR_20386_C09,2025-09-27,6.0,5.82,4,3,7,0,normal,0,9,38.0,26.0,8,26
USR_20386,USR_20386_C10,2025-10-23,6.0,5.81,4,3,7,0,normal,0,10,26.0,26.0,9,24
USR_20387,USR_20387_C01,2025-04-23,12.5,11.61,4,2,6,1,normal,0,4,,,0,37
USR_20387,USR_20387_C02,2025-05-30,12.5,11.7,4,2,6,1,normal,0,5,37.0,37.0,1,37
USR_20388,USR_20388_C01,2025-03-19,6.0,5.77,4,2,6,1,normal,0,3,,,0,19
USR_20388,USR_20388_C02,2025-04-07,6.0,5.96,4,2,6,1,less,0,4,19.0,19.0,1,26
USR_20388,USR_20388_C03,2025-05-03,6.0,5.56,4,2,6,1,normal,0,5,26.0,22.5,2,20
USR_20388,USR_20388_C04,2025-05-23,6.0,5.53,4,2,6,1,normal,0,5,20.0,21.666666666666668,3,17
USR_20389,USR_20389_C01,2025-04-22,12.5,11.96,3,2,7,1,normal,0,4,,,0,50
USR_20389,USR_20389_C02,2025-06-11,12.5,9.98,3,2,7,1,normal,0,6,50.0,50.0,1,43
USR_20389,USR_20389_C03,2025-07-24,12.5,12.35,3,2,7,1,normal,0,7,43.0,46.5,2,52
USR_20389,USR_20389_C04,2025-09-14,12.5,11.76,3,2,7,1,normal,0,9,52.0,48.333333333333336,3,50
USR_20389,USR_20389_C05,2025-11-03,12.5,12.41,3,2,7,1,more,0,11,50.0,48.75,4,39
USR_20389,USR_20389_C06,2025-12-12,12.5,11.67,3,2,7,1,normal,1,12,39.0,46.8,5,45
USR_20391,USR_20391_C01,2025-01-17,6.0,5.73,4,2,6,1,normal,1,1,,,0,19
USR_20391,USR_20391_C02,2025-02-05,6.0,5.64,4,2,6,1,normal,0,2,19.0,19.0,1,20
USR_20391,USR_20391_C03,2025-02-25,6.0,3.31,4,2,6,1,more,0,2,20.0,19.5,2,12
USR_20391,USR_20391_C04,2025-03-09,6.0,5.83,4,2,6,1,normal,0,3,12.0,17.0,3,17
USR_20392,USR_20392_C01,2025-04-04,12.5,12.29,7,2,5,0,less,0,4,,,0,43
USR_20392,USR_20392_C02,2025-05-17,12.5,11.9,7,2,5,0,more,0,5,43.0,43.0,1,33
USR_20392,USR_20392_C03,2025-06-19,12.5,12.31,7,2,5,0,more,0,6,33.0,38.0,2,36
USR_20392,USR_20392_C04,2025-07-25,12.5,12.5,7,2,5,0,normal,0,7,36.0,37.333333333333336,3,45
USR_20392,USR_20392_C05,2025-09-08,12.5,9.48,7,2,5,0,more,0,9,45.0,39.25,4,19
USR_20392,USR_20392_C06,2025-09-27,12.5,12.37,7,2,5,0,normal,0,9,19.0,35.2,5,41
USR_20392,USR_20392_C07,2025-11-07,12.5,12.1,7,2,5,0,less,0,11,41.0,36.166666666666664,6,50
USR_20392,USR_20392_C08,2025-12-27,12.5,11.89,7,2,5,0,less,1,12,50.0,38.142857142857146,7,51
USR_20392,USR_20392_C09,2026-02-16,12.5,12.24,7,2,5,0,normal,0,2,51.0,39.75,8,41
USR_20392,USR_20392_C10,2026-03-29,12.5,11.8,7,2,5,0,normal,0,3,41.0,39.888888888888886,9,39
USR_20392,USR_20392_C11,2026-05-07,12.5,11.95,7,2,5,0,normal,0,5,39.0,39.8,10,44
USR_20392,USR_20392_C12,2026-06-20,12.5,12.35,7,2,5,0,normal,0,6,44.0,40.18181818181818,11,43
USR_20393,USR_20393_C01,2025-02-01,6.0,5.78,2,1,7,1,more,0,2,,,0,12
USR_20393,USR_20393_C02,2025-02-13,6.0,5.04,2,1,7,1,normal,0,2,12.0,12.0,1,13
USR_20393,USR_20393_C03,2025-02-26,6.0,5.85,2,1,7,1,normal,0,2,13.0,12.5,2,14
USR_20393,USR_20393_C04,2025-03-12,6.0,5.17,2,1,7,1,more,0,3,14.0,13.0,3,12
USR_20393,USR_20393_C05,2025-03-24,6.0,5.9,2,1,7,1,normal,0,3,12.0,12.75,4,18
USR_20393,USR_20393_C06,2025-04-11,6.0,5.96,2,1,7,1,normal,0,4,18.0,13.8,5,17
USR_20394,USR_20394_C01,2025-04-03,12.5,12.14,5,3,7,1,normal,0,4,,,0,23
USR_20394,USR_20394_C02,2025-04-26,12.5,11.65,5,3,7,1,normal,0,4,23.0,23.0,1,25
USR_20394,USR_20394_C03,2025-05-21,12.5,11.76,5,3,7,1,normal,0,5,25.0,24.0,2,22
USR_20394,USR_20394_C04,2025-06-12,12.5,7.12,5,3,7,1,normal,0,6,22.0,23.333333333333332,3,16
USR_20394,USR_20394_C05,2025-06-28,12.5,8.59,5,3,7,1,less,0,6,16.0,21.5,4,23
USR_20397,USR_20397_C01,2025-04-10,6.0,5.55,2,2,7,1,normal,0,4,,,0,24
USR_20397,USR_20397_C02,2025-05-04,6.0,4.77,2,2,7,1,normal,0,5,24.0,24.0,1,18
USR_20397,USR_20397_C03,2025-05-22,6.0,5.56,2,2,7,1,normal,0,5,18.0,21.0,2,19
USR_20397,USR_20397_C04,2025-06-10,6.0,5.64,2,2,7,1,normal,0,6,19.0,20.333333333333332,3,18
USR_20397,USR_20397_C05,2025-06-28,6.0,5.16,2,2,7,1,normal,0,6,18.0,19.75,4,17
USR_20397,USR_20397_C06,2025-07-15,6.0,5.59,2,2,7,1,more,0,7,17.0,19.2,5,17
USR_20397,USR_20397_C07,2025-08-01,6.0,5.98,2,2,7,1,normal,0,8,17.0,18.833333333333332,6,20
USR_20397,USR_20397_C08,2025-08-21,6.0,5.94,2,2,7,1,more,0,8,20.0,19.0,7,19
USR_20397,USR_20397_C09,2025-09-09,6.0,4.43,2,2,7,1,normal,0,9,19.0,19.0,8,15
USR_20398,USR_20398_C01,2025-04-08,6.0,5.68,4,3,7,0,normal,0,4,,,0,20
USR_20398,USR_20398_C02,2025-04-28,6.0,5.64,4,3,7,0,normal,0,4,20.0,20.0,1,22
USR_20398,USR_20398_C03,2025-05-20,6.0,5.61,4,3,7,0,less,0,5,22.0,21.0,2,33
USR_20398,USR_20398_C04,2025-06-22,6.0,5.61,4,3,7,0,normal,0,6,33.0,25.0,3,26
USR_20398,USR_20398_C05,2025-07-18,6.0,5.91,4,3,7,0,normal,0,7,26.0,25.25,4,23
USR_20398,USR_20398_C06,2025-08-10,6.0,4.99,4,3,7,0,normal,0,8,23.0,24.8,5,20
USR_20399,USR_20399_C01,2025-04-14,12.5,12.24,3,2,7,1,normal,0,4,,,0,42
USR_20399,USR_20399_C02,2025-05-26,12.5,12.01,3,2,7,1,normal,0,5,42.0,42.0,1,43
USR_20399,USR_20399_C03,2025-07-08,12.5,12.08,3,2,7,1,normal,0,7,43.0,42.5,2,37
USR_20399,USR_20399_C04,2025-08-14,12.5,12.39,3,2,7,1,normal,0,8,37.0,40.666666666666664,3,41
USR_20399,USR_20399_C05,2025-09-24,12.5,6.91,3,2,7,1,normal,0,9,41.0,40.75,4,30
USR_20399,USR_20399_C06,2025-10-24,12.5,7.65,3,2,7,1,less,0,10,30.0,38.6,5,27
USR_20399,USR_20399_C07,2025-11-20,12.5,9.55,3,2,7,1,more,0,11,27.0,36.666666666666664,6,27
USR_20400,USR_20400_C01,2025-01-05,6.0,5.66,6,2,6,1,normal,1,1,,,0,17
USR_20400,USR_20400_C02,2025-01-22,6.0,5.81,6,2,6,1,normal,1,1,17.0,17.0,1,17
USR_20400,USR_20400_C03,2025-02-08,6.0,6.0,6,2,6,1,normal,0,2,17.0,17.0,2,22
USR_20400,USR_20400_C04,2025-03-02,6.0,4.29,6,2,6,1,normal,0,3,22.0,18.666666666666668,3,11
USR_20400,USR_20400_C05,2025-03-13,6.0,5.99,6,2,6,1,less,0,3,11.0,16.75,4,23
USR_20400,USR_20400_C06,2025-04-05,6.0,5.3,6,2,6,1,normal,0,4,23.0,18.0,5,18
USR_20400,USR_20400_C07,2025-04-23,6.0,4.36,6,2,6,1,normal,0,4,18.0,18.0,6,14
USR_20402,USR_20402_C01,2025-03-16,6.0,5.64,2,2,7,1,normal,0,3,,,0,26
USR_20402,USR_20402_C02,2025-04-11,6.0,3.52,2,2,7,1,normal,0,4,26.0,26.0,1,17
USR_20402,USR_20402_C03,2025-04-28,6.0,4.02,2,2,7,1,normal,0,4,17.0,21.5,2,22
USR_20402,USR_20402_C04,2025-05-20,6.0,5.6,2,2,7,1,normal,0,5,22.0,21.666666666666668,3,30
USR_20403,USR_20403_C01,2025-04-16,6.0,4.1,6,3,7,1,normal,0,4,,,0,11
USR_20403,USR_20403_C02,2025-04-27,6.0,5.59,6,3,7,1,normal,0,4,11.0,11.0,1,17
USR_20403,USR_20403_C03,2025-05-14,6.0,5.73,6,3,7,1,normal,0,5,17.0,14.0,2,16
USR_20403,USR_20403_C04,2025-05-30,6.0,5.96,6,3,7,1,normal,0,5,16.0,14.666666666666666,3,17
USR_20403,USR_20403_C05,2025-06-16,6.0,5.69,6,3,7,1,normal,0,6,17.0,15.25,4,16
USR_20403,USR_20403_C06,2025-07-02,6.0,5.74,6,3,7,1,normal,0,7,16.0,15.4,5,17
USR_20403,USR_20403_C07,2025-07-19,6.0,5.87,6,3,7,1,normal,0,7,17.0,15.666666666666666,6,15
USR_20403,USR_20403_C08,2025-08-03,6.0,3.77,6,3,7,1,normal,0,8,15.0,15.571428571428571,7,13
USR_20403,USR_20403_C09,2025-08-16,6.0,5.82,6,3,7,1,normal,0,8,13.0,15.25,8,16
USR_20403,USR_20403_C10,2025-09-01,6.0,5.62,6,3,7,1,normal,0,9,16.0,15.333333333333334,9,16
USR_20403,USR_20403_C11,2025-09-17,6.0,5.58,6,3,7,1,normal,0,9,16.0,15.4,10,16
USR_20403,USR_20403_C12,2025-10-03,6.0,5.76,6,3,7,1,normal,0,10,16.0,15.454545454545455,11,15
USR_20404,USR_20404_C01,2025-04-12,12.5,12.12,6,2,7,1,normal,0,4,,,0,34
USR_20404,USR_20404_C02,2025-05-16,12.5,11.89,6,2,7,1,normal,0,5,34.0,34.0,1,29
USR_20404,USR_20404_C03,2025-06-14,12.5,12.34,6,2,7,1,normal,0,6,29.0,31.5,2,27
USR_20404,USR_20404_C04,2025-07-11,12.5,11.62,6,2,7,1,normal,0,7,27.0,30.0,3,33
USR_20404,USR_20404_C05,2025-08-13,12.5,8.24,6,2,7,1,normal,0,8,33.0,30.75,4,20
USR_20404,USR_20404_C06,2025-09-02,12.5,11.74,6,2,7,1,normal,0,9,20.0,28.6,5,30
USR_20404,USR_20404_C07,2025-10-02,12.5,12.24,6,2,7,1,normal,0,10,30.0,28.833333333333332,6,34
USR_20406,USR_20406_C01,2025-01-01,12.5,9.71,5,3,7,1,normal,1,1,,,0,38
USR_20406,USR_20406_C02,2025-02-08,12.5,11.88,5,3,7,1,normal,0,2,38.0,38.0,1,36
USR_20406,USR_20406_C03,2025-03-16,12.5,12.14,5,3,7,1,normal,0,3,36.0,37.0,2,44
USR_20406,USR_20406_C04,2025-04-29,12.5,11.53,5,3,7,1,normal,0,4,44.0,39.333333333333336,3,38
USR_20406,USR_20406_C05,2025-06-06,12.5,12.14,5,3,7,1,normal,0,6,38.0,39.0,4,48
USR_20406,USR_20406_C06,2025-07-24,12.5,12.27,5,3,7,1,normal,0,7,48.0,40.8,5,46
USR_20406,USR_20406_C07,2025-09-08,12.5,12.4,5,3,7,1,normal,0,9,46.0,41.666666666666664,6,45
USR_20407,USR_20407_C01,2025-01-27,6.0,5.55,4,1,7,1,normal,1,1,,,0,19
USR_20407,USR_20407_C02,2025-02-15,6.0,5.66,4,1,7,1,normal,0,2,19.0,19.0,1,23
USR_20407,USR_20407_C03,2025-03-10,6.0,5.66,4,1,7,1,normal,0,3,23.0,21.0,2,25
USR_20407,USR_20407_C04,2025-04-04,6.0,5.95,4,1,7,1,normal,0,4,25.0,22.333333333333332,3,20
USR_20407,USR_20407_C05,2025-04-24,6.0,5.97,4,1,7,1,normal,0,4,20.0,21.75,4,24
USR_20407,USR_20407_C06,2025-05-18,6.0,5.61,4,1,7,1,normal,0,5,24.0,22.2,5,18
USR_20407,USR_20407_C07,2025-06-05,6.0,5.82,4,1,7,1,normal,0,6,18.0,21.5,6,20
USR_20409,USR_20409_C01,2025-01-02,12.5,12.18,6,2,7,1,normal,1,1,,,0,39
USR_20409,USR_20409_C02,2025-02-10,12.5,11.59,6,2,7,1,normal,0,2,39.0,39.0,1,38
USR_20409,USR_20409_C03,2025-03-20,12.5,12.28,6,2,7,1,less,0,3,38.0,38.5,2,46
USR_20409,USR_20409_C04,2025-05-05,12.5,8.17,6,2,7,1,normal,0,5,46.0,41.0,3,23
USR_20409,USR_20409_C05,2025-05-28,12.5,12.37,6,2,7,1,normal,0,5,23.0,36.5,4,33
USR_20409,USR_20409_C06,2025-06-30,12.5,12.31,6,2,7,1,normal,0,6,33.0,35.8,5,37
USR_20410,USR_20410_C01,2025-02-16,12.5,11.77,7,3,7,0,less,0,2,,,0,46
USR_20410,USR_20410_C02,2025-04-03,12.5,12.35,7,3,7,0,normal,0,4,46.0,46.0,1,36
USR_20410,USR_20410_C03,2025-05-09,12.5,12.35,7,3,7,0,normal,0,5,36.0,41.0,2,39
USR_20410,USR_20410_C04,2025-06-17,12.5,12.22,7,3,7,0,normal,0,6,39.0,40.333333333333336,3,45
USR_20410,USR_20410_C05,2025-08-01,12.5,12.01,7,3,7,0,more,0,8,45.0,41.5,4,35
USR_20410,USR_20410_C06,2025-09-05,12.5,7.84,7,3,7,0,less,0,9,35.0,40.2,5,32
USR_20413,USR_20413_C01,2025-03-02,6.0,3.82,2,2,7,1,normal,0,3,,,0,14
USR_20413,USR_20413_C02,2025-03-16,6.0,5.59,2,2,7,1,normal,0,3,14.0,14.0,1,26
USR_20413,USR_20413_C03,2025-04-11,6.0,5.75,2,2,7,1,normal,0,4,26.0,20.0,2,29
USR_20413,USR_20413_C04,2025-05-10,6.0,5.66,2,2,7,1,normal,0,5,29.0,23.0,3,24
USR_20413,USR_20413_C05,2025-06-03,6.0,4.32,2,2,7,1,normal,0,6,24.0,23.25,4,23
USR_20413,USR_20413_C06,2025-06-26,6.0,5.55,2,2,7,1,normal,0,6,23.0,23.2,5,22
USR_20413,USR_20413_C07,2025-07-18,6.0,3.75,2,2,7,1,normal,0,7,22.0,23.0,6,20
USR_20414,USR_20414_C01,2025-04-28,6.0,4.03,4,2,6,1,normal,0,4,,,0,13
USR_20414,USR_20414_C02,2025-05-11,6.0,3.78,4,2,6,1,more,0,5,13.0,13.0,1,12
USR_20414,USR_20414_C03,2025-05-23,6.0,3.46,4,2,6,1,more,0,5,12.0,12.5,2,9
USR_20414,USR_20414_C04,2025-06-01,6.0,5.82,4,2,6,1,normal,0,6,9.0,11.333333333333334,3,22
USR_20414,USR_20414_C05,2025-06-23,6.0,4.42,4,2,6,1,normal,0,6,22.0,14.0,4,17
USR_20414,USR_20414_C06,2025-07-10,6.0,4.24,4,2,6,1,normal,0,7,17.0,14.6,5,16
USR_20415,USR_20415_C01,2025-01-26,12.5,9.96,3,3,5,0,normal,1,1,,,0,38
USR_20415,USR_20415_C02,2025-03-05,12.5,11.56,3,3,5,0,normal,0,3,38.0,38.0,1,38
USR_20415,USR_20415_C03,2025-04-12,12.5,11.98,3,3,5,0,less,0,4,38.0,38.0,2,47
USR_20415,USR_20415_C04,2025-05-29,12.5,11.53,3,3,5,0,more,0,5,47.0,41.0,3,35
USR_20415,USR_20415_C05,2025-07-03,12.5,7.89,3,3,5,0,normal,0,7,35.0,39.5,4,30
USR_20415,USR_20415_C06,2025-08-02,12.5,11.72,3,3,5,0,more,0,8,30.0,37.6,5,32
USR_20415,USR_20415_C07,2025-09-03,12.5,11.86,3,3,5,0,normal,0,9,32.0,36.666666666666664,6,48
USR_20415,USR_20415_C08,2025-10-21,12.5,11.68,3,3,5,0,normal,0,10,48.0,38.285714285714285,7,45
USR_20416,USR_20416_C01,2025-03-10,6.0,5.89,4,2,7,1,normal,0,3,,,0,20
USR_20416,USR_20416_C02,2025-03-30,6.0,5.54,4,2,7,1,normal,0,3,20.0,20.0,1,14
USR_20416,USR_20416_C03,2025-04-13,6.0,4.44,4,2,7,1,more,0,4,14.0,17.0,2,8
USR_20416,USR_20416_C04,2025-04-21,6.0,3.39,4,2,7,1,normal,0,4,8.0,14.0,3,9
USR_20416,USR_20416_C05,2025-04-30,6.0,5.8,4,2,7,1,normal,0,4,9.0,12.75,4,15
USR_20416,USR_20416_C06,2025-05-15,6.0,4.08,4,2,7,1,normal,0,5,15.0,13.2,5,9
